#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=# MeanSum: A Model for Unsupervised Neural Multi-Document Abstractive Summarization  Corresponding paper, accepted to ICML 2019: \[https://arxiv.org/abs/1810.05739\](https://arxiv.org/abs/1810.05739).  ## Requirements  Main requirements: - python 3 - torch 0.4.0  Rest of python packages in ```requirements.txt```.
1-1	0-1	#	*[584]|*[600]	PUBLICATION[584]|ONTOLOGY[584]|EVALMETRIC[584]|SOFTWARE[584]|PROGLANG[584]|WORKSHOP[584]|PROJECT[584]|LICENSE[584]|DATASET[584]|CONFERENCE[600]
1-2	2-9	MeanSum	*[584]|*[600]	PUBLICATION[584]|ONTOLOGY[584]|EVALMETRIC[584]|SOFTWARE[584]|PROGLANG[584]|WORKSHOP[584]|PROJECT[584]|LICENSE[584]|DATASET[584]|CONFERENCE[600]
1-3	9-10	:	*[584]|*[600]	PUBLICATION[584]|ONTOLOGY[584]|EVALMETRIC[584]|SOFTWARE[584]|PROGLANG[584]|WORKSHOP[584]|PROJECT[584]|LICENSE[584]|DATASET[584]|CONFERENCE[600]
1-4	11-12	A	*[584]|*[600]	PUBLICATION[584]|ONTOLOGY[584]|EVALMETRIC[584]|SOFTWARE[584]|PROGLANG[584]|WORKSHOP[584]|PROJECT[584]|LICENSE[584]|DATASET[584]|CONFERENCE[600]
1-5	13-18	Model	*[584]|*[600]	PUBLICATION[584]|ONTOLOGY[584]|EVALMETRIC[584]|SOFTWARE[584]|PROGLANG[584]|WORKSHOP[584]|PROJECT[584]|LICENSE[584]|DATASET[584]|CONFERENCE[600]
1-6	19-22	for	*[584]|*[600]	PUBLICATION[584]|ONTOLOGY[584]|EVALMETRIC[584]|SOFTWARE[584]|PROGLANG[584]|WORKSHOP[584]|PROJECT[584]|LICENSE[584]|DATASET[584]|CONFERENCE[600]
1-7	23-35	Unsupervised	*[584]|*[600]	PUBLICATION[584]|ONTOLOGY[584]|EVALMETRIC[584]|SOFTWARE[584]|PROGLANG[584]|WORKSHOP[584]|PROJECT[584]|LICENSE[584]|DATASET[584]|CONFERENCE[600]
1-8	36-42	Neural	*[584]|*[600]	PUBLICATION[584]|ONTOLOGY[584]|EVALMETRIC[584]|SOFTWARE[584]|PROGLANG[584]|WORKSHOP[584]|PROJECT[584]|LICENSE[584]|DATASET[584]|CONFERENCE[600]
1-9	43-57	Multi-Document	*[584]|*[600]	PUBLICATION[584]|ONTOLOGY[584]|EVALMETRIC[584]|SOFTWARE[584]|PROGLANG[584]|WORKSHOP[584]|PROJECT[584]|LICENSE[584]|DATASET[584]|CONFERENCE[600]
1-10	58-69	Abstractive	*[584]|*[600]	PUBLICATION[584]|ONTOLOGY[584]|EVALMETRIC[584]|SOFTWARE[584]|PROGLANG[584]|WORKSHOP[584]|PROJECT[584]|LICENSE[584]|DATASET[584]|CONFERENCE[600]
1-11	70-83	Summarization	*[584]|*[600]	PUBLICATION[584]|ONTOLOGY[584]|EVALMETRIC[584]|SOFTWARE[584]|PROGLANG[584]|WORKSHOP[584]|PROJECT[584]|LICENSE[584]|DATASET[584]|CONFERENCE[600]
1-12	85-98	Corresponding	*[584]|*[600]	PUBLICATION[584]|ONTOLOGY[584]|EVALMETRIC[584]|SOFTWARE[584]|PROGLANG[584]|WORKSHOP[584]|PROJECT[584]|LICENSE[584]|DATASET[584]|CONFERENCE[600]
1-13	99-104	paper	*[584]|*[600]	PUBLICATION[584]|ONTOLOGY[584]|EVALMETRIC[584]|SOFTWARE[584]|PROGLANG[584]|WORKSHOP[584]|PROJECT[584]|LICENSE[584]|DATASET[584]|CONFERENCE[600]
1-14	104-105	,	*[584]|*[600]	PUBLICATION[584]|ONTOLOGY[584]|EVALMETRIC[584]|SOFTWARE[584]|PROGLANG[584]|WORKSHOP[584]|PROJECT[584]|LICENSE[584]|DATASET[584]|CONFERENCE[600]
1-15	106-114	accepted	*[584]|*[600]	PUBLICATION[584]|ONTOLOGY[584]|EVALMETRIC[584]|SOFTWARE[584]|PROGLANG[584]|WORKSHOP[584]|PROJECT[584]|LICENSE[584]|DATASET[584]|CONFERENCE[600]
1-16	115-117	to	*[584]|*[600]	PUBLICATION[584]|ONTOLOGY[584]|EVALMETRIC[584]|SOFTWARE[584]|PROGLANG[584]|WORKSHOP[584]|PROJECT[584]|LICENSE[584]|DATASET[584]|CONFERENCE[600]
1-17	118-122	ICML	*[584]|*[600]	PUBLICATION[584]|ONTOLOGY[584]|EVALMETRIC[584]|SOFTWARE[584]|PROGLANG[584]|WORKSHOP[584]|PROJECT[584]|LICENSE[584]|DATASET[584]|CONFERENCE[600]
1-18	123-127	2019	*[584]|*[600]	PUBLICATION[584]|ONTOLOGY[584]|EVALMETRIC[584]|SOFTWARE[584]|PROGLANG[584]|WORKSHOP[584]|PROJECT[584]|LICENSE[584]|DATASET[584]|CONFERENCE[600]
