sentence_idx,original_sentence,original_annotated,de_annotated_content,generated_annotated,source_file,similarity_score
1,"# ModelSketchBook — Getting Started  [Paper](https://hci.stanford.edu/publications/2023/Lam_ModelSketching_CHI23.pdf) | [DOI](https://doi.org/10.1145/3544548.3581290) |  [Video](https://youtu.be/-zaeXENVTfk) | [Sample NB](https://github.com/StanfordHCI/ModelSketchBook/blob/main/example_nb/23_04_ModelSketchBook_example.ipynb) |  <a target=""_blank"" href=""https://colab.research.google.com/github/StanfordHCI/ModelSketchBook/blob/main/example_nb/23_04_ModelSketchBook_example.ipynb"">   <img src=""https://colab.research.google.com/assets/colab-badge.svg"" alt=""Open In Colab""/> </a>  <p align=""center""> <img src="".","# <SOFTWARE>ModelSketchBook</SOFTWARE> — Getting Started  [Paper](https://hci.stanford.edu/publications/2023/Lam_ModelSketching_<CONFERENCE>CHI23</CONFERENCE>.pdf) | [DOI](https://doi.org/10.1145/3544548.3581290) |  [Video](https://youtu.be/-zaeXENVTfk) | [Sample NB](https://github.com/StanfordHCI/<SOFTWARE>ModelSketchBook</SOFTWARE>/blob/main/example_nb/23_04_ModelSketchBook_example.ipynb) |  <a target=""_blank"" href=""https://colab.research.google.com/github/StanfordHCI/<SOFTWARE>ModelSketchBook</SOFTWARE>/blob/main/example_nb/23_04_ModelSketchBook_example.ipynb"">   <img src=""https://colab.research.google.com/assets/colab-badge.svg"" alt=""Open In Colab""/> </a>  <p align=""center""> <img src="".","# ModelSketchBook — Getting Started  [Paper](https://hci.stanford.edu/publications/2023/Lam_ModelSketching_CHI23.pdf) | [DOI](https://doi.org/10.1145/3544548.3581290) |  [Video](https://youtu.be/-zaeXENVTfk) | [Sample NB](https://github.com/StanfordHCI/ModelSketchBook/blob/main/example_nb/23_04_ModelSketchBook_example.ipynb) |  <a target=""_blank"" href=""https://colab.research.google.com/github/StanfordHCI/ModelSketchBook/blob/main/example_nb/23_04_ModelSketchBook_example.ipynb"">   <img src=""https://colab.research.google.com/assets/colab-badge.svg"" alt=""Open In Colab""/> </a>  <p align=""center""> <img src="".","# <PROJECT>ModelSketchBook</PROJECT> — Getting Started  [<PUBLICATION>Paper</PUBLICATION>](https://hci.stanford.edu/publications/2023/Lam_ModelSketching_CHI23.pdf) | [DOI](https://doi.org/10.1145/3544548.3581290) |  [Video](https://youtu.be/-zaeXENVTfk) | [Sample NB](https://github.com/<PROJECT>StanfordHCI</PROJECT>/<PROJECT>ModelSketchBook</PROJECT>/blob/main/example_nb/23_04_<PROJECT>ModelSketchBook</PROJECT>_example.ipynb) |  <a target=""_blank"" href=""https://colab.research.google.com/github/<PROJECT>StanfordHCI</PROJECT>/<PROJECT>ModelSketchBook</PROJECT>/blob/main/example_nb/23_04_<PROJECT>ModelSketchBook</PROJECT>_example.ipynb"">   <img src=""https://colab.research.google.com/assets/colab-badge.svg"" alt=""Open In Colab""/> </a>  <p align=""center""> <img src="".",../results/deepseek-chat/prompt-0/zzz_stanfordhci_modelsketchbook_main_README.md.tsv\a6d1c57c.txt,1.0
2,"/docs/media/ModelSketchBook.png"" alt=""ModelSketchBook logo"" width=""75%""> </p>  **ModelSketchBook** is a Python package introduced as part of an ACM CHI 2023 paper:  **Model Sketching: Centering Concepts in Early-Stage Machine Learning Model Design**.","/docs/media/ModelSketchBook.png"" alt=""<SOFTWARE>ModelSketchBook</SOFTWARE> logo"" width=""75%""> </p>  **<SOFTWARE>ModelSketchBook</SOFTWARE>** is a Python package introduced as part of an <CONFERENCE>ACM CHI 2023</CONFERENCE> paper:  **<PUBLICATION>Model Sketching: Centering Concepts in Early-Stage Machine Learning Model Design</PUBLICATION>**.","/docs/media/ModelSketchBook.png"" alt=""ModelSketchBook logo"" width=""75%""> </p>  **ModelSketchBook** is a Python package introduced as part of an ACM CHI 2023 paper:  **Model Sketching: Centering Concepts in Early-Stage Machine Learning Model Design**.","/docs/media/ModelSketchBook.png"" alt=""ModelSketchBook logo"" width=""75%""> </p>  **<SOFTWARE>ModelSketchBook</SOFTWARE>** is a <PROGLANG>Python</PROGLANG> package introduced as part of an <PUBLICATION>ACM CHI 2023 paper:  **Model Sketching: Centering Concepts in Early-Stage Machine Learning Model Design**</PUBLICATION>.",../results/deepseek-chat/prompt-0/zzz_stanfordhci_modelsketchbook_main_README.md.tsv\8dbef115.txt,1.0
3,*Michelle S.,*Michelle S.,*Michelle S.,*Michelle S.,../results/deepseek-chat/prompt-0/zzz_stanfordhci_modelsketchbook_main_README.md.tsv\4d7e59f5.txt,1.0
4,"Lam, Zixian Ma, Anne Li, Izequiel Freitas, Dakuo Wang, James A.","Lam, Zixian Ma, Anne Li, Izequiel Freitas, Dakuo Wang, James A.","Lam, Zixian Ma, Anne Li, Izequiel Freitas, Dakuo Wang, James A.","Lam, Zixian Ma, Anne Li, Izequiel Freitas, Dakuo Wang, James A.",../results/deepseek-chat/prompt-0/zzz_stanfordhci_modelsketchbook_main_README.md.tsv\6f2a56ca.txt,1.0
5,"Landay, Michael S.","Landay, Michael S.","`Landay, Michael S.`","`<PUBLICATION>Landay, Michael S.</PUBLICATION>`",../results/deepseek-chat/prompt-0/zzz_stanfordhci_modelsketchbook_main_README.md.tsv\df4fad2f.txt,0.9473684210526315
6,Bernstein*.,Bernstein*.,Bernstein*.,Bernstein*.,../results/deepseek-chat/prompt-0/zzz_stanfordhci_modelsketchbook_main_README.md.tsv\9ab09330.txt,1.0
7,Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems (CHI '23).,<PUBLICATION>Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems</PUBLICATION><CONFERENCE>2023 CHI Conference on Human Factors in Computing Systems</CONFERENCE> (<CONFERENCE>CHI '23</CONFERENCE>).,Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems (CHI '23).,<PUBLICATION>Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems (CHI '23)</PUBLICATION>.,../results/deepseek-chat/prompt-0/zzz_stanfordhci_modelsketchbook_main_README.md.tsv\5026e453.txt,1.0
8,[PDF](https://hci.stanford.edu/publications/2023/Lam_ModelSketching_CHI23.pdf) | [Arxiv](https://arxiv.org/abs/2303.02884)  ## tl;dr Machine learning practitioners often end up tunneling on **low-level technical details** like model architectures and performance metrics.,[PDF](https://hci.stanford.edu/publications/2023/Lam_ModelSketching_<CONFERENCE>CHI23</CONFERENCE>.pdf) | [Arxiv](https://arxiv.org/abs/2303.02884)  ## tl;dr Machine learning practitioners often end up tunneling on **low-level technical details** like model architectures and performance metrics.,[PDF](https://hci.stanford.edu/publications/2023/Lam_ModelSketching_CHI23.pdf) | [Arxiv](https://arxiv.org/abs/2303.02884)  ## tl;dr Machine learning practitioners often end up tunneling on **low-level technical details** like model architectures and performance metrics.,[PDF](https://hci.stanford.edu/publications/2023/Lam_ModelSketching_CHI23.pdf) | [Arxiv](https://arxiv.org/abs/2303.02884)  ## tl;dr Machine learning practitioners often end up tunneling on **low-level technical details** like model architectures and performance metrics.,../results/deepseek-chat/prompt-0/zzz_stanfordhci_modelsketchbook_main_README.md.tsv\6e137763.txt,1.0
9,Could early model development instead focus on **high-level questions of which factors a model ought to pay attention to**?,Could early model development instead focus on **high-level questions of which factors a model ought to pay attention to**?,Could early model development instead focus on **high-level questions of which factors a model ought to pay attention to**?,Could early model development instead focus on **high-level questions of which factors a model ought to pay attention to**?,../results/deepseek-chat/prompt-0/zzz_stanfordhci_modelsketchbook_main_README.md.tsv\0e620ebe.txt,1.0
10,"ModelSketchBook instantiates a vision of **model sketching**, a technical framework for rapidly iterating over a machine learning model's decision-making logic.","<SOFTWARE>ModelSketchBook</SOFTWARE> instantiates a vision of **model sketching**, a technical framework for rapidly iterating over a machine learning model's decision-making logic.","ModelSketchBook instantiates a vision of **model sketching**, a technical framework for rapidly iterating over a machine learning model's decision-making logic.","<SOFTWARE>ModelSketchBook</SOFTWARE> instantiates a vision of **model sketching**, a technical framework for rapidly iterating over a machine learning model's decision-making logic.",../results/deepseek-chat/prompt-0/zzz_stanfordhci_modelsketchbook_main_README.md.tsv\d1c8427e.txt,1.0
