sentence_idx,original_sentence,original_annotated,de_annotated_content,generated_annotated,source_file,similarity_score
1,# EntQA  This repo provides the code for our ICLR 2022 paper [EntQA: Entitly Linking as Question Answering](https://arxiv.org/pdf/2110.02369.pdf)  ## Setup  ``` conda create --name entqa python=3.8 conda activate entqa pip install -r requirements.txt conda install -c pytorch faiss-gpu cudatoolkit=11.0  ```  ## Download data & preprocess All the preprocessed data can be downloaded [here](https://drive.google.com/drive/folders/1DQvfjKOuOoUE3YcYrg2GIvODaOEZXMdH?,# EntQA  This repo provides the code for our <CONFERENCE>ICLR 2022</CONFERENCE> paper [<PUBLICATION>EntQA: Entitly Linking as Question Answering</PUBLICATION>](https://arxiv.org/pdf/2110.02369.pdf)  ## Setup  ``` <SOFTWARE>conda</SOFTWARE> create --name entqa <PROGLANG>python=3.8</PROGLANG> <SOFTWARE>conda</SOFTWARE> activate entqa <SOFTWARE>pip</SOFTWARE> install -r requirements.txt <SOFTWARE>conda</SOFTWARE> install -c <SOFTWARE>pytorch</SOFTWARE> faiss-gpu <SOFTWARE>cudatoolkit=11.0</SOFTWARE>  ```  ## Download data & preprocess All the preprocessed data can be downloaded [here](https://drive.google.com/drive/folders/1DQvfjKOuOoUE3YcYrg2GIvODaOEZXMdH?,"# EntQA  This repo provides the code for our ICLR 2022 paper [EntQA: Entitly Linking as Question Answering](https://arxiv.org/pdf/2110.02369.pdf)  ## Setup   conda create --name entqa python=3.8 conda activate entqa pip install -r requirements.txt conda install -c pytorch faiss-gpu cudatoolkit=11.0    ## Download data & preprocess All the preprocessed data can be downloaded [here](https://drive.google.com/drive/folders/1DQvfjKOuOoUE3YcYrg2GIvODaOEZXMdH?
","# <PROJECT>EntQA</PROJECT>  This repo provides the code for our <PUBLICATION>ICLR 2022 paper [EntQA: Entitly Linking as Question Answering]</PUBLICATION>(https://arxiv.org/pdf/2110.02369.pdf)  ## Setup   conda create --name entqa <PROGLANG>python</PROGLANG>=3.8 conda activate entqa pip install -r requirements.txt conda install -c pytorch <SOFTWARE>faiss-gpu</SOFTWARE> cudatoolkit=11.0    ## Download data & preprocess All the preprocessed data can be downloaded [here](https://drive.google.com/drive/folders/1DQvfjKOuOoUE3YcYrg2GIvODaOEZXMdH?
",../results/deepseek-chat/prompt-0/zzz_wenzhengzhang_entqa_main_README.md.tsv\3291ab7b.txt,0.992399565689468
2,"usp=sharing), you can skip following preprocess steps.","usp=sharing), you can skip following preprocess steps.","usp=sharing), you can skip following preprocess steps.
","usp=sharing), you can skip following preprocess steps.
",../results/deepseek-chat/prompt-0/zzz_wenzhengzhang_entqa_main_README.md.tsv\64328b8d.txt,0.9908256880733946
3,Or preprocess by yourself:  1.,Or preprocess by yourself:  1.,Or preprocess by yourself:  1.,Or preprocess by yourself:  1.,../results/deepseek-chat/prompt-0/zzz_wenzhengzhang_entqa_main_README.md.tsv\e6ab6487.txt,1.0
4,Download KILT wikipedia knowledge base [here](https://github.com/facebookresearch/KILT) and put it under a kb directory like /raw_kb/  \ 2.,Download <DATASET>KILT</DATASET> wikipedia knowledge base [here](https://github.com/facebookresearch/KILT) and put it under a kb directory like /raw_kb/  \ 2.,Download KILT wikipedia knowledge base [here](https://github.com/facebookresearch/KILT) and put it under a kb directory like /raw_kb/  \ 2.,Download <DATASET>KILT wikipedia knowledge base</DATASET> [here](https://github.com/<PROJECT>facebookresearch</PROJECT>/<PROJECT>KILT</PROJECT>) and put it under a kb directory like /raw_kb/  \ 2.,../results/deepseek-chat/prompt-0/zzz_wenzhengzhang_entqa_main_README.md.tsv\aff14cc4.txt,1.0
5,Download BLINK pretrained retriever model [here](https://github.com/facebookresearch/BLINK)  \ 3.,Download <SOFTWARE>BLINK</SOFTWARE> pretrained retriever model [here](https://github.com/facebookresearch/<SOFTWARE>BLINK</SOFTWARE>)  \ 3.,"Download BLINK pretrained retriever model [here](https://github.com/facebookresearch/BLINK)  \ 3.
","Download <SOFTWARE>BLINK</SOFTWARE> pretrained retriever model [here](https://github.com/facebookresearch/<SOFTWARE>BLINK</SOFTWARE>)  \ 3.
",../results/deepseek-chat/prompt-0/zzz_wenzhengzhang_entqa_main_README.md.tsv\df251d84.txt,0.9948717948717949
6,Download AIDA CoNLL datasets [here](https://www.mpi-inf.mpg.de/departments/databases-and-information-systems/research/ambiverse-nlu/aida/downloads) and place them under a raw aida directory like /raw_aida/ \ 4.,Download <DATASET>AIDA CoNLL</DATASET> datasets [here](https://www.mpi-inf.mpg.de/departments/databases-and-information-systems/research/ambiverse-nlu/aida/downloads) and place them under a raw aida directory like /raw_aida/ \ 4.,"Download AIDA CoNLL datasets [here](https://www.mpi-inf.mpg.de/departments/databases-and-information-systems/research/ambiverse-nlu/aida/downloads) and place them under a raw aida directory like /raw_aida/ \ 4.
","Download <DATASET>AIDA CoNLL</DATASET> datasets [here](https://www.mpi-inf.mpg.de/departments/databases-and-information-systems/research/ambiverse-nlu/aida/downloads) and place them under a raw aida directory like /raw_aida/ \ 4.
",../results/deepseek-chat/prompt-0/zzz_wenzhengzhang_entqa_main_README.md.tsv\077d7e34.txt,0.997624703087886
7,Download entity title map dictionary [here](https://drive.google.com/file/d/1QE3N8S_tVkGhYz_5fjRahLHfkIwghi-4/view?,Download entity title map dictionary [here](https://drive.google.com/file/d/1QE3N8S_tVkGhYz_5fjRahLHfkIwghi-4/view?,"Download entity title map dictionary [here](https://drive.google.com/file/d/1QE3N8S_tVkGhYz_5fjRahLHfkIwghi-4/view?
","Download entity title map dictionary [here](https://drive.google.com/file/d/1QE3N8S_tVkGhYz_5fjRahLHfkIwghi-4/view?
",../results/deepseek-chat/prompt-0/zzz_wenzhengzhang_entqa_main_README.md.tsv\75a69d72.txt,0.9956709956709957
8,"usp=sharing) and put it under /raw_aida/ for remapping outdated entities of AIDA datasets to KILT wikipedia entity titles \ 5. preprocess AIDA data and KILT kb by ``` python preprocess_data.py \ --raw_dir /raw_aida/  --out_aida_dir /retriever_input/  \ --raw_kb_path /raw_kb/[kilt wikipedia file name] --out_kb_path /kb/entities_kilt.json \ --max_ent_len 128  --instance_length 32 --stride 16 --pos_prop 1 --title_map_dir /raw_aida/  ```  ## Train Retriever   Train retriever by  ``` python run_retriever.py \ --model /model_retriever/retriever.pt  --data_dir /retriever_input/   --kb_dir /kb/ \ --k 100 --num_cands 64  --pretrained_path /blink/BLINK/models/ --gpus 0,1,2,3  --max_len 42   \ --mention_bsz 4096 --entity_bsz 2048  --epochs 4  --B 4  --lr 2e-6  --rands_ratio 0.9   \ --logging_step 100 --warmup_proportion 0.2  --out_dir /reader_input/    --gradient_accumulation_steps 2  --type_loss sum_log_nce   \ --cands_embeds_path /candidates_embeds/candidate_embeds.npy \ --blink  --add_topic ``` It takes 10 hours on 4 A100 GPUs to finish the retriever training experiments.","usp=sharing) and put it under /raw_aida/ for remapping outdated entities of <DATASET>AIDA</DATASET> datasets to <DATASET>KILT</DATASET> wikipedia entity titles \ 5. preprocess <DATASET>AIDA</DATASET> data and <DATASET>KILT</DATASET> kb by ``` <SOFTWARE>python</SOFTWARE> preprocess_data.py \ --raw_dir /raw_aida/  --out_aida_dir /retriever_input/  \ --raw_kb_path /raw_kb/[kilt wikipedia file name] --out_kb_path /kb/entities_kilt.json \ --max_ent_len 128  --instance_length 32 --stride 16 --pos_prop 1 --title_map_dir /raw_aida/  ```  ## Train Retriever   Train retriever by  ``` <SOFTWARE>python</SOFTWARE> run_retriever.py \ --model /model_retriever/retriever.pt  --data_dir /retriever_input/   --kb_dir /kb/ \ --k 100 --num_cands 64  --pretrained_path /blink/<SOFTWARE>BLINK</SOFTWARE>/models/ --gpus 0,1,2,3  --max_len 42   \ --mention_bsz 4096 --entity_bsz 2048  --epochs 4  --B 4  --lr 2e-6  --rands_ratio 0.9   \ --logging_step 100 --warmup_proportion 0.2  --out_dir /reader_input/    --gradient_accumulation_steps 2  --type_loss sum_log_nce   \ --cands_embeds_path /candidates_embeds/candidate_embeds.npy \ --blink  --add_topic ``` It takes 10 hours on 4 A100 GPUs to finish the retriever training experiments.","usp=sharing) and put it under /raw_aida/ for remapping outdated entities of AIDA datasets to KILT wikipedia entity titles \ 5. preprocess AIDA data and KILT kb by  python preprocess_data.py \ --raw_dir /raw_aida/  --out_aida_dir /retriever_input/  \ --raw_kb_path /raw_kb/[kilt wikipedia file name] --out_kb_path /kb/entities_kilt.json \ --max_ent_len 128  --instance_length 32 --stride 16 --pos_prop 1 --title_map_dir /raw_aida/    ## Train Retriever   Train retriever by   python run_retriever.py \ --model /model_retriever/retriever.pt  --data_dir /retriever_input/   --kb_dir /kb/ \ --k 100 --num_cands 64  --pretrained_path /blink/BLINK/models/ --gpus 0,1,2,3  --max_len 42   \ --mention_bsz 4096 --entity_bsz 2048  --epochs 4  --B 4  --lr 2e-6  --rands_ratio 0.9   \ --logging_step 100 --warmup_proportion 0.2  --out_dir /reader_input/    --gradient_accumulation_steps 2  --type_loss sum_log_nce   \ --cands_embeds_path /candidates_embeds/candidate_embeds.npy \ --blink  --add_topic  It takes 10 hours on 4 A100 GPUs to finish the retriever training experiments.
","usp=sharing) and put it under /raw_aida/ for remapping outdated entities of <DATASET>AIDA</DATASET> datasets to <DATASET>KILT</DATASET> wikipedia entity titles \ 5. preprocess <DATASET>AIDA</DATASET> data and <DATASET>KILT</DATASET> kb by  <PROGLANG>python</PROGLANG> preprocess_data.py \ --raw_dir /raw_aida/  --out_aida_dir /retriever_input/  \ --raw_kb_path /raw_kb/[<DATASET>kilt wikipedia</DATASET> file name] --out_kb_path /kb/entities_kilt.json \ --max_ent_len 128  --instance_length 32 --stride 16 --pos_prop 1 --title_map_dir /raw_aida/    ## Train Retriever   Train retriever by   <PROGLANG>python</PROGLANG> run_retriever.py \ --model /model_retriever/retriever.pt  --data_dir /retriever_input/   --kb_dir /kb/ \ --k 100 --num_cands 64  --pretrained_path /<SOFTWARE>blink</SOFTWARE>/<SOFTWARE>BLINK</SOFTWARE>/models/ --gpus 0,1,2,3  --max_len 42   \ --mention_bsz 4096 --entity_bsz 2048  --epochs 4  --B 4  --lr 2e-6  --rands_ratio 0.9   \ --logging_step 100 --warmup_proportion 0.2  --out_dir /reader_input/    --gradient_accumulation_steps 2  --type_loss sum_log_nce   \ --cands_embeds_path /candidates_embeds/candidate_embeds.npy \ --<SOFTWARE>blink</SOFTWARE>  --add_topic  It takes 10 hours on 4 A100 GPUs to finish the retriever training experiments.
",../results/deepseek-chat/prompt-0/zzz_wenzhengzhang_entqa_main_README.md.tsv\5fc1a9a5.txt,0.9939506747324337
9,It takes up 32G GPU memory for the main GPU and 23.8G GPU memory for other GPUs. ### Retriever Local Evaluation 1.,It takes up 32G GPU memory for the main GPU and 23.8G GPU memory for other GPUs. ### Retriever Local Evaluation 1.,It takes up 32G GPU memory for the main GPU and 23.8G GPU memory for other GPUs. ### Retriever Local Evaluation 1.,It takes up 32G GPU memory for the main GPU and 23.8G GPU memory for other GPUs. ### <EVALMETRIC>Retriever Local Evaluation</EVALMETRIC> 1.,../results/deepseek-chat/prompt-0/zzz_wenzhengzhang_entqa_main_README.md.tsv\b8f8bd55.txt,1.0
10,You can train the retriever by yourself using the above scripts to get your trained retriever and entity embeddings.,You can train the retriever by yourself using the above scripts to get your trained retriever and entity embeddings.,You can train the retriever by yourself using the above scripts to get your trained retriever and entity embeddings.,You can train the retriever by yourself using the above scripts to get your trained retriever and entity embeddings.,../results/deepseek-chat/prompt-0/zzz_wenzhengzhang_entqa_main_README.md.tsv\4c43220b.txt,1.0
