sentence_idx,original_sentence,original_annotated,de_annotated_content,generated_annotated,source_file,similarity_score
1,"## Fully Convolutional Instance-aware Semantic Segmentation  The major contributors of this repository include [Haozhi Qi](https://github.com/Oh233), [Yi Li](https://github.com/liyi14), [Guodong Zhang](https://github.com/gd-zhang), [Haochen Zhang](https://github.com/Braininvat), [Jifeng Dai](https://github.com/daijifeng001), and [Yichen Wei](https://github.com/YichenWei).  ### Introduction  **FCIS** is a fully convolutional end-to-end solution for instance segmentation, which won the first place in COCO segmentation challenge 2016.","## Fully Convolutional Instance-aware Semantic Segmentation  The major contributors of this repository include [Haozhi Qi](https://github.com/Oh233), [Yi Li](https://github.com/liyi14), [Guodong Zhang](https://github.com/gd-zhang), [Haochen Zhang](https://github.com/Braininvat), [Jifeng Dai](https://github.com/daijifeng001), and [Yichen Wei](https://github.com/YichenWei).  ### Introduction  **FCIS** is a fully convolutional end-to-end solution for instance segmentation, which won the first place in COCO segmentation challenge 2016.","## Fully Convolutional Instance-aware Semantic Segmentation  The major contributors of this repository include [Haozhi Qi](https://github.com/Oh233), [Yi Li](https://github.com/liyi14), [Guodong Zhang](https://github.com/gd-zhang), [Haochen Zhang](https://github.com/Braininvat), [Jifeng Dai](https://github.com/daijifeng001), and [Yichen Wei](https://github.com/YichenWei).  ### Introduction  **FCIS** is a fully convolutional end-to-end solution for instance segmentation, which won the first place in COCO segmentation challenge 2016.","## <PUBLICATION>Fully Convolutional Instance-aware Semantic Segmentation</PUBLICATION>  The major contributors of this repository include [Haozhi Qi](https://github.com/Oh233), [Yi Li](https://github.com/liyi14), [Guodong Zhang](https://github.com/gd-zhang), [Haochen Zhang](https://github.com/Braininvat), [Jifeng Dai](https://github.com/daijifeng001), and [Yichen Wei](https://github.com/YichenWei).  ### Introduction  **<SOFTWARE>FCIS</SOFTWARE>** is a fully convolutional end-to-end solution for instance segmentation, which won the first place in <CONFERENCE>COCO segmentation challenge 2016</CONFERENCE>.",../results/deepseek-chat/prompt-0/zzz_daijifeng001_TA-FCN_master_README.md.tsv\6fb6f71a.txt,1.0
2,FCIS is initially described in a [CVPR 2017 spotlight paper](https://arxiv.org/abs/1611.07709).,FCIS is initially described in a [CVPR 2017 spotlight paper](https://arxiv.org/abs/1611.07709).,FCIS is initially described in a [CVPR 2017 spotlight paper](https://arxiv.org/abs/1611.07709).,FCIS is initially described in a [<PUBLICATION>CVPR 2017 spotlight paper</PUBLICATION>](https://arxiv.org/abs/1611.07709).,../results/deepseek-chat/prompt-0/zzz_daijifeng001_TA-FCN_master_README.md.tsv\8d3e8f61.txt,1.0
3,"It is worth noticing that: * FCIS provides a simple, fast and accurate framework for instance segmentation. * Different from [MNC](https://github.com/daijifeng001/MNC), FCIS performs instance mask estimation and categorization jointly and simultanously, and estimates class-specific masks. * We did not exploit the various techniques & tricks in the Mask RCNN system, like increasing RPN anchor numbers (from 12 to 15), training on anchors out of image boundary, enlarging the image (shorter side from 600 to 800 pixels), utilizing FPN features and aligned ROI pooling.","It is worth noticing that: * FCIS provides a simple, fast and accurate framework for instance segmentation. * Different from [MNC](https://github.com/daijifeng001/MNC), FCIS performs instance mask estimation and categorization jointly and simultanously, and estimates class-specific masks. * We did not exploit the various techniques & tricks in the Mask RCNN system, like increasing RPN anchor numbers (from 12 to 15), training on anchors out of image boundary, enlarging the image (shorter side from 600 to 800 pixels), utilizing FPN features and aligned ROI pooling.","It is worth noticing that: * FCIS provides a simple, fast and accurate framework for instance segmentation. * Different from [MNC](https://github.com/daijifeng001/MNC), FCIS performs instance mask estimation and categorization jointly and simultanously, and estimates class-specific masks. * We did not exploit the various techniques & tricks in the Mask RCNN system, like increasing RPN anchor numbers (from 12 to 15), training on anchors out of image boundary, enlarging the image (shorter side from 600 to 800 pixels), utilizing FPN features and aligned ROI pooling.","It is worth noticing that: * <SOFTWARE>FCIS</SOFTWARE> provides a simple, fast and accurate framework for instance segmentation. * Different from [<SOFTWARE>MNC</SOFTWARE>](https://github.com/daijifeng001/<SOFTWARE>MNC</SOFTWARE>), <SOFTWARE>FCIS</SOFTWARE> performs instance mask estimation and categorization jointly and simultanously, and estimates class-specific masks. * We did not exploit the various techniques & tricks in the <SOFTWARE>Mask RCNN</SOFTWARE> system, like increasing RPN anchor numbers (from 12 to 15), training on anchors out of image boundary, enlarging the image (shorter side from 600 to 800 pixels), utilizing <SOFTWARE>FPN</SOFTWARE> features and aligned ROI pooling.",../results/deepseek-chat/prompt-0/zzz_daijifeng001_TA-FCN_master_README.md.tsv\32ccb59e.txt,1.0
4,These techniques & tricks should be orthogonal to our simple baseline.   ### Resources  1.,These techniques & tricks should be orthogonal to our simple baseline.   ### Resources  1.,These techniques & tricks should be orthogonal to our simple baseline.   ### Resources  1.,These techniques & tricks should be orthogonal to our simple baseline.   ### Resources  1.,../results/deepseek-chat/prompt-0/zzz_daijifeng001_TA-FCN_master_README.md.tsv\dc7e7b0e.txt,1.0
5,Visual results on the first 5k images from COCO test set of our ***COCO 2016 challenge entry***: [OneDrive](https://onedrive.live.com/?,Visual results on the first 5k images from COCO test set of our ***COCO 2016 challenge entry***: [OneDrive](https://onedrive.live.com/?,Visual results on the first 5k images from COCO test set of our ***COCO 2016 challenge entry***: [OneDrive](https://onedrive.live.com/?,Visual results on the first 5k images from <DATASET>COCO</DATASET> test set of our ***<PROJECT>COCO 2016 challenge entry</PROJECT>***: [OneDrive](https://onedrive.live.com/?,../results/deepseek-chat/prompt-0/zzz_daijifeng001_TA-FCN_master_README.md.tsv\249b78f3.txt,1.0
6,authkey=%21ABB_CV2zvCEoNK0&id=F371D9563727B96F%2192190&cid=F371D9563727B96F). 2.,authkey=%21ABB_CV2zvCEoNK0&id=F371D9563727B96F%2192190&cid=F371D9563727B96F). 2.,"The provided input text does not contain any identifiable entities based on the given guidelines. Here is the text as-is:

`authkey=%21ABB_CV2zvCEoNK0&id=F371D9563727B96F%2192190&cid=F371D9563727B96F). 2.`","The provided input text does not contain any identifiable entities based on the given guidelines. Here is the text as-is:

`authkey=%21ABB_CV2zvCEoNK0&id=F371D9563727B96F%2192190&cid=F371D9563727B96F). 2.`",../results/deepseek-chat/prompt-0/zzz_daijifeng001_TA-FCN_master_README.md.tsv\ebf2ec1b.txt,0.5614035087719298
7,Slides in [ImageNet ILSVRC and COCO workshop 2016](http://image-net.org/challenges/ilsvrc+coco2016): [OneDrive](https://onedrive.live.com/?,Slides in [ImageNet ILSVRC and COCO workshop 2016](http://image-net.org/challenges/ilsvrc+coco2016): [OneDrive](https://onedrive.live.com/?,Slides in [ImageNet ILSVRC and COCO workshop 2016](http://image-net.org/challenges/ilsvrc+coco2016): [OneDrive](https://onedrive.live.com/?,Slides in [<CONFERENCE>ImageNet ILSVRC and COCO workshop 2016</CONFERENCE>](http://image-net.org/challenges/ilsvrc+coco2016): [<SOFTWARE>OneDrive</SOFTWARE>](https://onedrive.live.com/?,../results/deepseek-chat/prompt-0/zzz_daijifeng001_TA-FCN_master_README.md.tsv\711bcd72.txt,1.0
8,cid=f371d9563727b96f&id=F371D9563727B96F%2197213&authkey=%21AEYOyOirjIutSVk).,cid=f371d9563727b96f&id=F371D9563727B96F%2197213&authkey=%21AEYOyOirjIutSVk).,"The provided input text does not contain any identifiable entities based on the given guidelines. Here is the text as-is:

```
cid=f371d9563727b96f&id=F371D9563727B96F%2197213&authkey=%21AEYOyOirjIutSVk).
```","The provided input text does not contain any identifiable entities based on the given guidelines. Here is the text as-is:

```
cid=f371d9563727b96f&id=F371D9563727B96F%2197213&authkey=%21AEYOyOirjIutSVk).
```",../results/deepseek-chat/prompt-0/zzz_daijifeng001_TA-FCN_master_README.md.tsv\ea21edae.txt,0.5403508771929825
9,<img src='data/readme_img.png' width='800'>   ### Disclaimer  This is an official implementation for [Fully Convolutional Instance-aware Semantic Segmentation](https://arxiv.org/abs/1611.07709) (FCIS) based on MXNet.,<img src='data/readme_img.png' width='800'>   ### Disclaimer  This is an official implementation for [Fully Convolutional Instance-aware Semantic Segmentation](https://arxiv.org/abs/1611.07709) (FCIS) based on MXNet.,<img src='data/readme_img.png' width='800'>   ### Disclaimer  This is an official implementation for [Fully Convolutional Instance-aware Semantic Segmentation](https://arxiv.org/abs/1611.07709) (FCIS) based on MXNet.,<img src='data/readme_img.png' width='800'>   ### Disclaimer  This is an official implementation for [<PUBLICATION>Fully Convolutional Instance-aware Semantic Segmentation</PUBLICATION>](https://arxiv.org/abs/1611.07709) (FCIS) based on <PROGLANG>MXNet</PROGLANG>.,../results/deepseek-chat/prompt-0/zzz_daijifeng001_TA-FCN_master_README.md.tsv\d92204d7.txt,1.0
10,It is worth noticing that:    * The original implementation is based on our internal Caffe version on Windows.,It is worth noticing that:    * The original implementation is based on our internal Caffe version on Windows.,It is worth noticing that:    * The original implementation is based on our internal Caffe version on Windows.,It is worth noticing that:    * The original implementation is based on our internal <PROGLANG>Caffe</PROGLANG> version on Windows.,../results/deepseek-chat/prompt-0/zzz_daijifeng001_TA-FCN_master_README.md.tsv\db8021af.txt,1.0
