sentence_idx,original_sentence,original_annotated,de_annotated_content,generated_annotated,source_file,similarity_score
1,# 3D CMR-Domain-Adaptation  This repo contains code to train a deep learning model for **Unsupervised Domain Adaptation (UDA)** of 3D cardiac magnetic resonance (CMR) cine images to **transform from axial to short-axis orientation**.,# <PROJECT>3D CMR-Domain-Adaptation</PROJECT>  This repo contains code to train a deep learning model for **Unsupervised Domain Adaptation (UDA)** of 3D cardiac magnetic resonance (CMR) cine images to **transform from axial to short-axis orientation**.,# 3D CMR-Domain-Adaptation This repo contains code to train a deep learning model for **Unsupervised Domain Adaptation (UDA)** of 3D cardiac magnetic resonance (CMR) cine images to **transform from axial to short-axis orientation**.,# <PROJECT>3D CMR-Domain-Adaptation</PROJECT> This repo contains code to train a deep learning model for **Unsupervised Domain Adaptation (UDA)** of 3D cardiac magnetic resonance (CMR) cine images to **transform from axial to short-axis orientation**.,../results/deepseek-chat/prompt-0/zzz_Cardio-AI_3d-mri-domain-adaptation_master_README.md.tsv\6675849a.txt,0.9978494623655914
7,"[Unsupervised Domain adaptation learning](https://github.com/Cardio-AI/3d-mri-domain-adaption/blob/master/reports/ax_sax_learning_example.gif ""learning progress"")   Each temporal frame shows the AX2SAX prediction of the model after successive epochs.","[Unsupervised Domain adaptation learning](https://github.com/Cardio-AI/3d-mri-domain-adaption/blob/master/reports/ax_sax_learning_example.gif ""learning progress"")   Each temporal frame shows the AX2SAX prediction of the model after successive epochs.","`[Unsupervised Domain adaptation learning](https://github.com/Cardio-AI/3d-mri-domain-adaption/blob/master/reports/ax_sax_learning_example.gif ""learning progress"")   Each temporal frame shows the AX2SAX prediction of the model after successive epochs.`","`[<PROJECT>Unsupervised Domain adaptation learning</PROJECT>](https://github.com/<PROJECT>Cardio-AI</PROJECT>/<PROJECT>3d-mri-domain-adaption</PROJECT>/blob/master/reports/ax_sax_learning_example.gif ""learning progress"")   Each temporal frame shows the AX2SAX prediction of the model after successive epochs.`",../results/deepseek-chat/prompt-0/zzz_Cardio-AI_3d-mri-domain-adaptation_master_README.md.tsv\6129b73d.txt,0.9960159362549801
8,"At the end of the learning process, the model is able to transform the data set such that it corresponds to a short-axis view, which can be segmented more reliably by the pre-trained short-axis segmentation module.","At the end of the learning process, the model is able to transform the data set such that it corresponds to a short-axis view, which can be segmented more reliably by the pre-trained short-axis segmentation module.","At the end of the learning process, the model is able to transform the `data set` such that it corresponds to a short-axis view, which can be segmented more reliably by the pre-trained short-axis segmentation module.","At the end of the learning process, the model is able to transform the `<DATASET>data set</DATASET>` such that it corresponds to a short-axis view, which can be segmented more reliably by the pre-trained short-axis segmentation module.",../results/deepseek-chat/prompt-0/zzz_Cardio-AI_3d-mri-domain-adaptation_master_README.md.tsv\683284c7.txt,0.958139534883721
11,A special **Euler2Affine Layer** was implemented to restrict the transform of the spatial transformer network to be rigid and invertible,A special **Euler2Affine Layer** was implemented to restrict the transform of the spatial transformer network to be rigid and invertible,A special Euler2Affine Layer was implemented to restrict the transform of the spatial transformer network to be rigid and invertible,A special <SOFTWARE>Euler2Affine Layer</SOFTWARE> was implemented to restrict the transform of the spatial transformer network to be rigid and invertible,../results/deepseek-chat/prompt-0/zzz_Cardio-AI_3d-mri-domain-adaptation_master_README.md.tsv\f3f46aa6.txt,0.9850746268656716
16,"Koehler, T.","Koehler, T.","`Koehler, T.`","`<PUBLICATION>Koehler, T.</PUBLICATION>`",../results/deepseek-chat/prompt-0/zzz_Cardio-AI_3d-mri-domain-adaptation_master_README.md.tsv\5217cae2.txt,0.9166666666666666
19,"Huffaker, F.","Huffaker, F.","`Huffaker, F.`","`<PUBLICATION>Huffaker, F.</PUBLICATION>`",../results/deepseek-chat/prompt-0/zzz_Cardio-AI_3d-mri-domain-adaptation_master_README.md.tsv\f1c277d7.txt,0.9230769230769231
20,"Ritzmann, A.","Ritzmann, A.","`Ritzmann, A.`","`Ritzmann, A.`",../results/deepseek-chat/prompt-0/zzz_Cardio-AI_3d-mri-domain-adaptation_master_README.md.tsv\779757c6.txt,0.9230769230769231
23,"Sarikouch, H.","Sarikouch, H.","`Sarikouch, H.`","`Sarikouch, H.`",../results/deepseek-chat/prompt-0/zzz_Cardio-AI_3d-mri-domain-adaptation_master_README.md.tsv\adabc75f.txt,0.9285714285714286
30,"Each experiment includes the following artefacts: - One config file, which represents all experimental hyper-parameters which are neccessary to reproduce the experiment or to load it for later predictions - Three tensorboard logfiles per training to keep track of the trainings, evaluation and visual output progress","Each experiment includes the following artefacts: - One config file, which represents all experimental hyper-parameters which are neccessary to reproduce the experiment or to load it for later predictions - Three <SOFTWARE>tensorboard</SOFTWARE> logfiles per training to keep track of the trainings, evaluation and visual output progress","Each experiment includes the following artefacts: - One config file, which represents all experimental hyper-parameters which are neccessary to reproduce the experiment or to load it for later predictions - Three `tensorboard` logfiles per training to keep track of the trainings, evaluation and visual output progress","Each experiment includes the following artefacts: - One config file, which represents all experimental hyper-parameters which are neccessary to reproduce the experiment or to load it for later predictions - Three `<SOFTWARE>tensorboard</SOFTWARE>` logfiles per training to keep track of the trainings, evaluation and visual output progress",../results/deepseek-chat/prompt-0/zzz_Cardio-AI_3d-mri-domain-adaptation_master_README.md.tsv\08f2c19a.txt,0.9968454258675079
32,- One dataframe which orchestrates the nrrd files with the metadata and the experiment splitting,- One dataframe which orchestrates the nrrd files with the metadata and the experiment splitting,- One dataframe which orchestrates the `nrrd` files with the metadata and the experiment splitting,- One dataframe which orchestrates the `<DATASET>nrrd</DATASET>` files with the metadata and the experiment splitting,../results/deepseek-chat/prompt-0/zzz_Cardio-AI_3d-mri-domain-adaptation_master_README.md.tsv\3685e47e.txt,0.9896907216494846
