sentence_idx,original_sentence,original_annotated,de_annotated_content,generated_annotated,source_file,similarity_score
1,# 3D CMR-Domain-Adaptation  This repo contains code to train a deep learning model for **Unsupervised Domain Adaptation (UDA)** of 3D cardiac magnetic resonance (CMR) cine images to **transform from axial to short-axis orientation**.,# <PROJECT>3D CMR-Domain-Adaptation</PROJECT>  This repo contains code to train a deep learning model for **Unsupervised Domain Adaptation (UDA)** of 3D cardiac magnetic resonance (CMR) cine images to **transform from axial to short-axis orientation**.,# 3D CMR-Domain-Adaptation This repo contains code to train a deep learning model for **Unsupervised Domain Adaptation (UDA)** of 3D cardiac magnetic resonance (CMR) cine images to **transform from axial to short-axis orientation**.,# <PROJECT>3D CMR-Domain-Adaptation</PROJECT> This repo contains code to train a deep learning model for **Unsupervised Domain Adaptation (UDA)** of 3D cardiac magnetic resonance (CMR) cine images to **transform from axial to short-axis orientation**.,../results/deepseek-chat/prompt-0/zzz_Cardio-AI_3d-mri-domain-adaptation_master_README.md.tsv\6675849a.txt,0.9978494623655914
2,"The task associated to the domain adaptation is to perform a **segmentation task via a pre-trained fixed network**, and the results are leveraged to guide the transformation process (rigid transform via spatial transformer networks).","The task associated to the domain adaptation is to perform a **segmentation task via a pre-trained fixed network**, and the results are leveraged to guide the transformation process (rigid transform via spatial transformer networks).","The task associated to the domain adaptation is to perform a **segmentation task via a pre-trained fixed network**, and the results are leveraged to guide the transformation process (rigid transform via spatial transformer networks).","The task associated to the domain adaptation is to perform a **segmentation task via a pre-trained fixed network**, and the results are leveraged to guide the transformation process (rigid transform via spatial transformer networks).",../results/deepseek-chat/prompt-0/zzz_Cardio-AI_3d-mri-domain-adaptation_master_README.md.tsv\6e1a3d96.txt,1.0
3,The trained model is able to transform an axial (AX) CMR into the patient specific short-axis (SAX) direction.,The trained model is able to transform an axial (AX) CMR into the patient specific short-axis (SAX) direction.,The trained model is able to transform an axial (AX) CMR into the patient specific short-axis (SAX) direction.,The trained model is able to transform an axial (AX) CMR into the patient specific short-axis (SAX) direction.,../results/deepseek-chat/prompt-0/zzz_Cardio-AI_3d-mri-domain-adaptation_master_README.md.tsv\537ed903.txt,1.0
4,The model learns from paired AX/SAX CMR image pairs and a pre-trained SAX segmentation model.,The model learns from paired AX/SAX CMR image pairs and a pre-trained SAX segmentation model.,The model learns from paired AX/SAX CMR image pairs and a pre-trained SAX segmentation model.,The model learns from paired AX/SAX CMR image pairs and a pre-trained SAX segmentation model.,../results/deepseek-chat/prompt-0/zzz_Cardio-AI_3d-mri-domain-adaptation_master_README.md.tsv\bb7d4cfa.txt,1.0
5,The following gif exemplary visualizes the learning progress of this model.,The following gif exemplary visualizes the learning progress of this model.,The following gif exemplary visualizes the learning progress of this model.,The following gif exemplary visualizes the learning progress of this model.,../results/deepseek-chat/prompt-0/zzz_Cardio-AI_3d-mri-domain-adaptation_master_README.md.tsv\5517ac68.txt,1.0
6,Slices along z-direction are shown horizontally.   !,Slices along z-direction are shown horizontally.   !,Slices along z-direction are shown horizontally.   !,Slices along z-direction are shown horizontally.   !,../results/deepseek-chat/prompt-0/zzz_Cardio-AI_3d-mri-domain-adaptation_master_README.md.tsv\39dd960f.txt,1.0
7,"[Unsupervised Domain adaptation learning](https://github.com/Cardio-AI/3d-mri-domain-adaption/blob/master/reports/ax_sax_learning_example.gif ""learning progress"")   Each temporal frame shows the AX2SAX prediction of the model after successive epochs.","[Unsupervised Domain adaptation learning](https://github.com/Cardio-AI/3d-mri-domain-adaption/blob/master/reports/ax_sax_learning_example.gif ""learning progress"")   Each temporal frame shows the AX2SAX prediction of the model after successive epochs.","`[Unsupervised Domain adaptation learning](https://github.com/Cardio-AI/3d-mri-domain-adaption/blob/master/reports/ax_sax_learning_example.gif ""learning progress"")   Each temporal frame shows the AX2SAX prediction of the model after successive epochs.`","`[<PROJECT>Unsupervised Domain adaptation learning</PROJECT>](https://github.com/<PROJECT>Cardio-AI</PROJECT>/<PROJECT>3d-mri-domain-adaption</PROJECT>/blob/master/reports/ax_sax_learning_example.gif ""learning progress"")   Each temporal frame shows the AX2SAX prediction of the model after successive epochs.`",../results/deepseek-chat/prompt-0/zzz_Cardio-AI_3d-mri-domain-adaptation_master_README.md.tsv\6129b73d.txt,0.9960159362549801
8,"At the end of the learning process, the model is able to transform the data set such that it corresponds to a short-axis view, which can be segmented more reliably by the pre-trained short-axis segmentation module.","At the end of the learning process, the model is able to transform the data set such that it corresponds to a short-axis view, which can be segmented more reliably by the pre-trained short-axis segmentation module.","At the end of the learning process, the model is able to transform the `data set` such that it corresponds to a short-axis view, which can be segmented more reliably by the pre-trained short-axis segmentation module.","At the end of the learning process, the model is able to transform the `<DATASET>data set</DATASET>` such that it corresponds to a short-axis view, which can be segmented more reliably by the pre-trained short-axis segmentation module.",../results/deepseek-chat/prompt-0/zzz_Cardio-AI_3d-mri-domain-adaptation_master_README.md.tsv\683284c7.txt,0.958139534883721
9,"Finally the inverse transformation could be applied to the segmentation, which results in a automatically segmented AX CMR.","Finally the inverse transformation could be applied to the segmentation, which results in a automatically segmented AX CMR.","Finally the inverse transformation could be applied to the segmentation, which results in a automatically segmented AX CMR.","Finally the inverse transformation could be applied to the segmentation, which results in a automatically segmented AX CMR.",../results/deepseek-chat/prompt-0/zzz_Cardio-AI_3d-mri-domain-adaptation_master_README.md.tsv\4c98185b.txt,1.0
10,"For the training of this transformation model, neither AX nor SAX ground truth segmentations are required.","For the training of this transformation model, neither AX nor SAX ground truth segmentations are required.","For the training of this transformation model, neither AX nor SAX ground truth segmentations are required.","For the training of this transformation model, neither AX nor SAX ground truth segmentations are required.",../results/deepseek-chat/prompt-0/zzz_Cardio-AI_3d-mri-domain-adaptation_master_README.md.tsv\1d3be747.txt,1.0
11,A special **Euler2Affine Layer** was implemented to restrict the transform of the spatial transformer network to be rigid and invertible,A special **Euler2Affine Layer** was implemented to restrict the transform of the spatial transformer network to be rigid and invertible,A special Euler2Affine Layer was implemented to restrict the transform of the spatial transformer network to be rigid and invertible,A special <SOFTWARE>Euler2Affine Layer</SOFTWARE> was implemented to restrict the transform of the spatial transformer network to be rigid and invertible,../results/deepseek-chat/prompt-0/zzz_Cardio-AI_3d-mri-domain-adaptation_master_README.md.tsv\f3f46aa6.txt,0.9850746268656716
12,.,.,.,.,../results/deepseek-chat/prompt-0/zzz_Cardio-AI_3d-mri-domain-adaptation_master_README.md.tsv\cdb4ee2a.txt,1.0
13,# Overview  - The repository dependencies are saved as conda environment (environment.yaml) file,# Overview  - The repository dependencies are saved as <SOFTWARE>conda</SOFTWARE> environment (environment.yaml) file,# Overview  - The repository dependencies are saved as conda environment (environment.yaml) file,# Overview  - The repository dependencies are saved as conda environment (environment.yaml) file,../results/deepseek-chat/prompt-0/zzz_Cardio-AI_3d-mri-domain-adaptation_master_README.md.tsv\acacc094.txt,1.0
14,.,.,.,.,../results/deepseek-chat/prompt-0/zzz_Cardio-AI_3d-mri-domain-adaptation_master_README.md.tsv\cdb4ee2a.txt,1.0
