sentence_idx,original_sentence,original_annotated,generated_annotated,source_file,similarity_score
1,"# HAGRID: A Human-LLM Collaborative Dataset for Generative Information-seeking with Attribution  <p align=""center""><img src=""https://github.com/project-miracl/hagrid/blob/main/assets/icon.png?","# <PUBLICATION>HAGRID: A Human-LLM Collaborative Dataset for Generative Information-seeking with Attribution</PUBLICATION><DATASET>HAGRID</DATASET>: A Human-LLM Collaborative Dataset for Generative Information-seeking with Attribution  <p align=""center""><img src=""https://github.com/project-miracl/hagrid/blob/main/assets/icon.png?","# <DATASET>HAGRID</DATASET>: A Human-LLM Collaborative <DATASET>Dataset</DATASET> for Generative Information-seeking with Attribution  <p align=""center""><img src=""https://github.com/<PROJECT>project-miracl</PROJECT>/<DATASET>hagrid</DATASET>/blob/main/assets/icon.png?
",../results/deepseek-chat/prompt-0/zzz_project-miracl_hagrid_main_README.md.tsv/ab01baf6.txt,0.9974025974025974
2,"raw=true"" alt=""HAGRID"" width=""20%""><br> </p>  <p align=""center"">     <a href=""https://www.python.org/"">         <img alt=""Build"" src=""https://img.shields.io/badge/Made%20with-Python-1f425f.svg?","raw=true"" alt=""<DATASET>HAGRID</DATASET>"" width=""20%""><br> </p>  <p align=""center"">     <a href=""https://www.python.org/"">         <img alt=""Build"" src=""https://img.shields.io/badge/Made%20with-Python-1f425f.svg?","raw=true"" alt=""<PROJECT>HAGRID</PROJECT>"" width=""20%""><br> </p>  <p align=""center"">     <a href=""https://www.python.org/"">         <img alt=""Build"" src=""https://img.shields.io/badge/Made%20with-<PROGLANG>Python</PROGLANG>-1f425f.svg?
",../results/deepseek-chat/prompt-0/zzz_project-miracl_hagrid_main_README.md.tsv/6dfc8f8e.txt,0.9974160206718347
3,"color=purple"">     </a>     <a href=""https://github.com/project-miracl/hagrid/blob/master/LICENSE"">         <img alt=""License"" src=""https://img.shields.io/github/license/project-miracl/hagrid"">     </a>     <a href=""https://arxiv.org/abs/2307.16883"">         <img alt=""arXiv"" src=""https://img.shields.io/badge/arXiv-2307.16883-b31b1b.svg"">     </a> </p>  HAGRID (**H**uman-in-the-loop **A**ttributable **G**enerative **R**etrieval for **I**nformation-seeking **D**ataset) is a dataset for generative information-seeking scenarios.","color=purple"">     </a>     <a href=""https://github.com/project-miracl/hagrid/blob/master/LICENSE"">         <img alt=""License"" src=""https://img.shields.io/github/license/project-miracl/hagrid"">     </a>     <a href=""https://arxiv.org/abs/2307.16883"">         <img alt=""arXiv"" src=""https://img.shields.io/badge/arXiv-2307.16883-b31b1b.svg"">     </a> </p>  <DATASET>HAGRID</DATASET> (**H**uman-in-the-loop **A**ttributable **G**enerative **R**etrieval for **I**nformation-seeking **D**ataset) is a dataset for generative information-seeking scenarios.","color=purple"">     </a>     <a href=""https://github.com/<PROJECT>project-miracl</PROJECT>/<PROJECT>hagrid</PROJECT>/blob/master/<LICENSE>LICENSE</LICENSE>"">         <img alt=""License"" src=""https://img.shields.io/github/license/<PROJECT>project-miracl</PROJECT>/<PROJECT>hagrid</PROJECT>"">     </a>     <a href=""https://arxiv.org/abs/2307.16883"">         <img alt=""arXiv"" src=""https://img.shields.io/badge/arXiv-2307.16883-b31b1b.svg"">     </a> </p>  <DATASET>HAGRID</DATASET> (**H**uman-in-the-loop **A**ttributable **G**enerative **R**etrieval for **I**nformation-seeking **D**ataset) is a <DATASET>dataset</DATASET> for generative information-seeking scenarios.
",../results/deepseek-chat/prompt-0/zzz_project-miracl_hagrid_main_README.md.tsv/638f737c.txt,0.9990574929311969
4,"It is constructed on top of [MIRACL 🌍 🙌 🌏 ](HTTP://miracl.ai), an information retrieval dataset that consists of queries along with a set of manually labelled relevant passages (quotes).","It is constructed on top of [<DATASET>MIRACL</DATASET> 🌍 🙌 🌏 ](HTTP://<DATASET>miracl</DATASET>.ai), an information retrieval dataset that consists of queries along with a set of manually labelled relevant passages (quotes).","It is constructed on top of [<DATASET>MIRACL 🌍 🙌 🌏</DATASET>](HTTP://miracl.ai), an information retrieval <DATASET>dataset</DATASET> that consists of queries along with a set of manually labelled relevant passages (quotes).",../results/deepseek-chat/prompt-0/zzz_project-miracl_hagrid_main_README.md.tsv/bc1badac.txt,0.9973045822102425
10,"<img src=""https://github.com/project-miracl/hagrid/blob/main/assets/workflow.jpg?","<img src=""https://github.com/project-miracl/hagrid/blob/main/assets/workflow.jpg?","<img src=""https://github.com/<PROJECT>project-miracl</PROJECT>/<PROJECT>hagrid</PROJECT>/blob/main/assets/workflow.jpg?
",../results/deepseek-chat/prompt-0/zzz_project-miracl_hagrid_main_README.md.tsv/71137292.txt,0.9938650306748467
11,"raw=true"" alt=""HAGRID workflow"" width=""100%"">  ## Quick Links   - [Data](#data)   - [Baselines (coming soon!)]","raw=true"" alt=""HAGRID workflow"" width=""100%"">  ## Quick Links   - [Data](#data)   - [Baselines (coming soon!)]","raw=true"" alt=""HAGRID workflow"" width=""100%"">  ## Quick Links   - [Data](#data)   - [Baselines (coming soon!)]
",../results/deepseek-chat/prompt-0/zzz_project-miracl_hagrid_main_README.md.tsv/44b85fe7.txt,0.995475113122172
12,(#baselines-coming-soon)   - [Contact](#contact)   - [License](#license)   - [Citation](#citation)  ## Data  HAGRID is hosted on Hugging Face 🤗 : [link](https://huggingface.co/datasets/miracl/hagrid).,(#baselines-coming-soon)   - [Contact](#contact)   - [License](#license)   - [Citation](#citation)  ## Data  <DATASET>HAGRID</DATASET> is hosted on Hugging Face 🤗 : [link](https://huggingface.co/datasets/<DATASET>miracl/hagrid</DATASET>).,"(#baselines-coming-soon)   - [Contact](#contact)   - [License](#license)   - [Citation](#citation)  ## Data  <DATASET>HAGRID</DATASET> is hosted on Hugging Face 🤗 : [link](https://huggingface.co/datasets/miracl/<DATASET>hagrid</DATASET>).
",../results/deepseek-chat/prompt-0/zzz_project-miracl_hagrid_main_README.md.tsv/751ae79d.txt,0.9975062344139651
13,"```python import datasets hagrid = datasets.load_dataset(""miracl/hagrid"", split=""train"") print(hagrid[0]) ```  |  Split | #Q | #A       | #Informativeness  | #Attribuatability       | |:-----|:------:|:-------:|:------:|:-------:| | Train     | 1,922 | 3,214 | 3,214 | 754 | | Dev     | 716 | 1,318 | 1,157 | 826 |   ## Baselines (Coming soon!)","```<PROGLANG>python</PROGLANG> import datasets hagrid = datasets.load_dataset(""<DATASET>miracl/hagrid</DATASET>"", split=""train"") print(hagrid[0]) ```  |  Split | #Q | #A       | #Informativeness  | #Attribuatability       | |:-----|:------:|:-------:|:------:|:-------:| | Train     | 1,922 | 3,214 | 3,214 | 754 | | Dev     | 716 | 1,318 | 1,157 | 826 |   ## Baselines (Coming soon!)","python import <PROGLANG>datasets</PROGLANG> <DATASET>hagrid</DATASET> = <SOFTWARE>datasets</SOFTWARE>.load_dataset(""<DATASET>miracl/hagrid</DATASET>"", split=""train"") print(<DATASET>hagrid</DATASET>[0])   |  Split | #Q | #A       | #Informativeness  | #Attribuatability       | |:-----|:------:|:-------:|:------:|:-------:| | Train     | 1,922 | 3,214 | 3,214 | 754 | | Dev     | 716 | 1,318 | 1,157 | 826 |   ## Baselines (Coming soon!)
",../results/deepseek-chat/prompt-0/zzz_project-miracl_hagrid_main_README.md.tsv/1064ab64.txt,0.9897510980966325
16,"## Contact  If you have any questions, feel free to email us (project.miracl [at] gmail.com) or start a Github issue under this repository.   ## License  This work is licensed under the Apache 2 license.","## Contact  If you have any questions, feel free to email us (project.miracl [at] gmail.com) or start a Github issue under this repository.   ## License  This work is licensed under the <LICENSE>Apache 2</LICENSE> license.","## Contact  If you have any questions, feel free to email us (<PROJECT>project.miracl</PROJECT> [at] gmail.com) or start a Github issue under this repository.   ## License  This work is licensed under the <LICENSE>Apache 2</LICENSE> license.
",../results/deepseek-chat/prompt-0/zzz_project-miracl_hagrid_main_README.md.tsv/9392349a.txt,0.9975429975429976
17,"See [LICENSE](LICENSE) for details.  ## Citation If you find this dataset and repository helpful, please cite HAGRID as follows: ``` @article{hagrid,       title={{HAGRID}: A Human-LLM Collaborative Dataset for Generative Information-Seeking with Attribution},        author={Ehsan Kamalloo and Aref Jafari and Xinyu Zhang and Nandan Thakur and Jimmy Lin},       year={2023},       journal={arXiv:2307.16883}, } ```","See [LICENSE](LICENSE) for details.  ## Citation If you find this dataset and repository helpful, please cite <DATASET>HAGRID</DATASET> as follows: ``` @article{hagrid,       title={<PUBLICATION>{HAGRID}: A Human-LLM Collaborative Dataset for Generative Information-Seeking with Attribution</PUBLICATION><DATASET>HAGRID</DATASET>}: A Human-LLM Collaborative Dataset for Generative Information-Seeking with Attribution},        author={Ehsan Kamalloo and Aref Jafari and Xinyu Zhang and Nandan Thakur and Jimmy Lin},       year={2023},       journal={arXiv:2307.16883}, } ```","See <LICENSE>LICENSE</LICENSE> for details.  ## Citation If you find this <DATASET>dataset</DATASET> and repository helpful, please cite <PROJECT>HAGRID</PROJECT> as follows:  @article{hagrid,       title={{<PROJECT>HAGRID</PROJECT>}: A Human-LLM Collaborative Dataset for Generative Information-Seeking with Attribution},        author={Ehsan Kamalloo and Aref Jafari and Xinyu Zhang and Nandan Thakur and Jimmy Lin},       year={2023},       journal={<PUBLICATION>arXiv:2307.16883</PUBLICATION>}, } 
",../results/deepseek-chat/prompt-0/zzz_project-miracl_hagrid_main_README.md.tsv/8ee34eb4.txt,0.9778869778869779
