sentence_idx,original_sentence,original_annotated,de_annotated_content,generated_annotated,source_file,similarity_score
1,# Systematic-Generalization-via-Meaningful-Learning This repository is for the paper [Revisit Systematic Generalization via Meaningful Learning](https://aclanthology.org/2022.blackboxnlp-1.6).,# Systematic-Generalization-via-Meaningful-Learning This repository is for the paper [<PUBLICATION>Revisit Systematic Generalization via Meaningful Learning</PUBLICATION>](https://aclanthology.org/2022.blackboxnlp-1.6).,# Systematic-Generalization-via-Meaningful-Learning This repository is for the paper [Revisit Systematic Generalization via Meaningful Learning](https://aclanthology.org/2022.blackboxnlp-1.6).,# Systematic-Generalization-via-Meaningful-Learning This repository is for the <PUBLICATION>paper [Revisit Systematic Generalization via Meaningful Learning](https://aclanthology.org/2022.blackboxnlp-1.6)</PUBLICATION>.,../results/deepseek-chat/prompt-0/zzz_shininglab_systematic-generalization-via-meaningful-learning_master_README.md.tsv\aaad7db5.txt,1.0
2,"*In Proceedings of the Fifth BlackboxNLP Workshop on Analyzing and Interpreting Neural Networks for NLP*, pages 62–79, Abu Dhabi, United Arab Emirates (Hybrid).","*In <PUBLICATION>Proceedings of the Fifth BlackboxNLP Workshop on Analyzing and Interpreting Neural Networks for NLP</PUBLICATION><WORKSHOP>Fifth BlackboxNLP Workshop on Analyzing and Interpreting Neural Networks for NLP</WORKSHOP>*, pages 62–79, Abu Dhabi, United Arab Emirates (Hybrid).","*In Proceedings of the Fifth BlackboxNLP Workshop on Analyzing and Interpreting Neural Networks for NLP*, pages 62–79, Abu Dhabi, United Arab Emirates (Hybrid).","*In <PUBLICATION>Proceedings of the Fifth BlackboxNLP Workshop on Analyzing and Interpreting Neural Networks for NLP</PUBLICATION>*, pages 62–79, Abu Dhabi, United Arab Emirates (Hybrid).",../results/deepseek-chat/prompt-0/zzz_shininglab_systematic-generalization-via-meaningful-learning_master_README.md.tsv\00f8ae29.txt,1.0
3,Association for Computational Linguistics.,Association for Computational Linguistics.,`Association for Computational Linguistics.`,`<PUBLICATION>Association for Computational Linguistics</PUBLICATION>.`,../results/deepseek-chat/prompt-0/zzz_shininglab_systematic-generalization-via-meaningful-learning_master_README.md.tsv\c224ebd2.txt,0.9767441860465116
4,"[[arXiv](https://arxiv.org/abs/2003.06658)] [[Poster](https://www.shininglab.ai/assets/posters/Revisit%20Systematic%20Generalization%20via%20Meaningful%20Learning.pdf)]  ## Directory + **main/config.py** - Configurations + **main/res** - Resources including model check points, datasets, experiment records, and results + **main/src** - Source code including model structures and utility functions ``` Systematic-Generalization-via-Meaningful-Learning ├── README.md ├── main │   ├── config.py │   ├── res │   │   ├── check_points │   │   ├── data │   │   │   ├── scan │   │   │   ├── geography │   │   │   ├── advising │   │   │   ├── geo_vars.txt │   │   │   ├── adv_vars.txt │   │   │   ├── iwslt14 │   │   │   ├── iwslt15 │   │   │   ├── prepare-iwslt14.sh │   │   │   └── prepare-iwslt15.sh │   │   ├── log │   │   └── result │   ├── src │   │   ├── models │   │   └── utils │   └── train.py └── requirements.txt ```  ## Dependencies + python >= 3.10.6 + tqdm >= 4.64.1 + numpy >= 1.23.4 + torch >= 1.13.0  ## Data All datasets can be downloaded [here](https://drive.google.com/drive/folders/19vFBn5C-nTdjxMeuMgw-BvsPNsLF6DpV?","[[arXiv](https://arxiv.org/abs/2003.06658)] [[Poster](https://www.shininglab.ai/assets/posters/Revisit%20Systematic%20Generalization%20via%20Meaningful%20Learning.pdf)]  ## Directory + **main/config.py** - Configurations + **main/res** - Resources including model check points, datasets, experiment records, and results + **main/src** - Source code including model structures and utility functions ``` Systematic-Generalization-via-Meaningful-Learning ├── README.md ├── main │   ├── config.py │   ├── res │   │   ├── check_points │   │   ├── data │   │   │   ├── scan │   │   │   ├── geography │   │   │   ├── advising │   │   │   ├── geo_vars.txt │   │   │   ├── adv_vars.txt │   │   │   ├── iwslt14 │   │   │   ├── iwslt15 │   │   │   ├── prepare-iwslt14.sh │   │   │   └── prepare-iwslt15.sh │   │   ├── log │   │   └── result │   ├── src │   │   ├── models │   │   └── utils │   └── train.py └── requirements.txt ```  ## Dependencies + <SOFTWARE>python >= 3.10.6</SOFTWARE> + <SOFTWARE>tqdm >= 4.64.1</SOFTWARE> + <SOFTWARE>numpy >= 1.23.4</SOFTWARE> + <SOFTWARE>torch >= 1.13.0</SOFTWARE>  ## Data All datasets can be downloaded [here](https://drive.google.com/drive/folders/19vFBn5C-nTdjxMeuMgw-BvsPNsLF6DpV?","[[arXiv](https://arxiv.org/abs/2003.06658)] [[Poster](https://www.shininglab.ai/assets/posters/Revisit%20Systematic%20Generalization%20via%20Meaningful%20Learning.pdf)]  ## Directory + **main/config.py** - Configurations + **main/res** - Resources including model check points, datasets, experiment records, and results + **main/src** - Source code including model structures and utility functions ``` Systematic-Generalization-via-Meaningful-Learning ├── README.md ├── main │   ├── config.py │   ├── res │   │   ├── check_points │   │   ├── data │   │   │   ├── scan │   │   │   ├── geography │   │   │   ├── advising │   │   │   ├── geo_vars.txt │   │   │   ├── adv_vars.txt │   │   │   ├── iwslt14 │   │   │   ├── iwslt15 │   │   │   ├── prepare-iwslt14.sh │   │   │   └── prepare-iwslt15.sh │   │   ├── log │   │   └── result │   ├── src │   │   ├── models │   │   └── utils │   └── train.py └── requirements.txt ```  ## Dependencies + python >= 3.10.6 + tqdm >= 4.64.1 + numpy >= 1.23.4 + torch >= 1.13.0  ## Data All datasets can be downloaded [here](https://drive.google.com/drive/folders/19vFBn5C-nTdjxMeuMgw-BvsPNsLF6DpV?","[[arXiv](https://arxiv.org/abs/2003.06658)] [[Poster](https://www.shininglab.ai/assets/posters/Revisit%20Systematic%20Generalization%20via%20Meaningful%20Learning.pdf)]  ## Directory + **main/config.py** - Configurations + **main/res** - Resources including model check points, <DATASET>datasets</DATASET>, experiment records, and results + **main/src** - Source code including model structures and utility functions ``` Systematic-Generalization-via-Meaningful-Learning ├── README.md ├── main │   ├── config.py │   ├── res │   │   ├── check_points │   │   ├── data │   │   │   ├── <DATASET>scan</DATASET> │   │   │   ├── <DATASET>geography</DATASET> │   │   │   ├── <DATASET>advising</DATASET> │   │   │   ├── geo_vars.txt │   │   │   ├── adv_vars.txt │   │   │   ├── <DATASET>iwslt14</DATASET> │   │   │   ├── <DATASET>iwslt15</DATASET> │   │   │   ├── prepare-iwslt14.sh │   │   │   └── prepare-iwslt15.sh │   │   ├── log │   │   └── result │   ├── src │   │   ├── models │   │   └── utils │   └── train.py └── requirements.txt ```  ## Dependencies + <PROGLANG>python</PROGLANG> >= 3.10.6 + <SOFTWARE>tqdm</SOFTWARE> >= 4.64.1 + <SOFTWARE>numpy</SOFTWARE> >= 1.23.4 + <SOFTWARE>torch</SOFTWARE> >= 1.13.0  ## Data All <DATASET>datasets</DATASET> can be downloaded [here](https://drive.google.com/drive/folders/19vFBn5C-nTdjxMeuMgw-BvsPNsLF6DpV?",../results/deepseek-chat/prompt-0/zzz_shininglab_systematic-generalization-via-meaningful-learning_master_README.md.tsv\c3f02636.txt,1.0
5,usp=sharing) and should be placed under **main/res/data** according to specific tasks.,usp=sharing) and should be placed under **main/res/data** according to specific tasks.,usp=sharing) and should be placed under **main/res/data** according to specific tasks.,usp=sharing) and should be placed under **main/res/data** according to specific tasks.,../results/deepseek-chat/prompt-0/zzz_shininglab_systematic-generalization-via-meaningful-learning_master_README.md.tsv\57bf05c8.txt,1.0
6,Please refer to [text2sql-data](https://github.com/jkkummerfeld/text2sql-data/tree/master/data) for details. * main/res/data/scan * main/res/data/geography * main/res/data/advising  ### Notes + main/res/data/iwslt14 - both vocabulary augmentation set and the entire dataset for IWSLT14 + main/res/data/iwslt15 - both vocabulary augmentation set and the entire dataset for IWSLT15 + main/res/data/prepare-iwslt14.sh - [fairseq](https://github.com/facebookresearch/fairseq) preprocess script for IWSLT14 + main/res/data/prepare-iwslt15.sh - [fairseq](https://github.com/facebookresearch/fairseq) preprocess script for IWSLT15 + main/res/data/geo_vars.txt - the entity augmentation set for Grography + main/res/data/adv_vars.txt - the entity augmentation set for Advising  ## Setup Please ensure required packages are already installed.,Please refer to [text2sql-data](https://github.com/jkkummerfeld/text2sql-data/tree/master/data) for details. * main/res/data/scan * main/res/data/geography * main/res/data/advising  ### Notes + main/res/data/iwslt14 - both vocabulary augmentation set and the entire dataset for <WORKSHOP>IWSLT14</WORKSHOP> + main/res/data/iwslt15 - both vocabulary augmentation set and the entire dataset for <WORKSHOP>IWSLT15</WORKSHOP> + main/res/data/prepare-iwslt14.sh - [fairseq](https://github.com/facebookresearch/fairseq) preprocess script for <WORKSHOP>IWSLT14</WORKSHOP> + main/res/data/prepare-iwslt15.sh - [fairseq](https://github.com/facebookresearch/fairseq) preprocess script for <WORKSHOP>IWSLT15</WORKSHOP> + main/res/data/geo_vars.txt - the entity augmentation set for Grography + main/res/data/adv_vars.txt - the entity augmentation set for Advising  ## Setup Please ensure required packages are already installed.,Please refer to [text2sql-data](https://github.com/jkkummerfeld/text2sql-data/tree/master/data) for details. * main/res/data/scan * main/res/data/geography * main/res/data/advising  ### Notes + main/res/data/iwslt14 - both vocabulary augmentation set and the entire dataset for IWSLT14 + main/res/data/iwslt15 - both vocabulary augmentation set and the entire dataset for IWSLT15 + main/res/data/prepare-iwslt14.sh - [fairseq](https://github.com/facebookresearch/fairseq) preprocess script for IWSLT14 + main/res/data/prepare-iwslt15.sh - [fairseq](https://github.com/facebookresearch/fairseq) preprocess script for IWSLT15 + main/res/data/geo_vars.txt - the entity augmentation set for Grography + main/res/data/adv_vars.txt - the entity augmentation set for Advising  ## Setup Please ensure required packages are already installed.,Please refer to [<DATASET>text2sql-data</DATASET>](https://github.com/jkkummerfeld/<DATASET>text2sql-data</DATASET>/tree/master/data) for details. * main/res/data/scan * main/res/data/geography * main/res/data/advising  ### Notes + main/res/data/iwslt14 - both vocabulary augmentation set and the entire dataset for <DATASET>IWSLT14</DATASET> + main/res/data/iwslt15 - both vocabulary augmentation set and the entire dataset for <DATASET>IWSLT15</DATASET> + main/res/data/prepare-iwslt14.sh - [<SOFTWARE>fairseq</SOFTWARE>](https://github.com/facebookresearch/<SOFTWARE>fairseq</SOFTWARE>) preprocess script for <DATASET>IWSLT14</DATASET> + main/res/data/prepare-iwslt15.sh - [<SOFTWARE>fairseq</SOFTWARE>](https://github.com/facebookresearch/<SOFTWARE>fairseq</SOFTWARE>) preprocess script for <DATASET>IWSLT15</DATASET> + main/res/data/geo_vars.txt - the entity augmentation set for Grography + main/res/data/adv_vars.txt - the entity augmentation set for Advising  ## Setup Please ensure required packages are already installed.,../results/deepseek-chat/prompt-0/zzz_shininglab_systematic-generalization-via-meaningful-learning_master_README.md.tsv\b8034475.txt,1.0
7,"A virtual environment is recommended. ``` $ cd Systematic-Generalization-via-Meaningful-Learning $ cd main $ pip install pip --upgrade $ pip install -r requirements.txt ```  ## Run Before training, please double check **config.py** to ensure training configurations. ``` $ vim config.py $ python train.py ```  ## Outputs If everything goes well, there should be a similar progressing shown as below. ``` Initialize...","A virtual environment is recommended. ``` $ cd Systematic-Generalization-via-Meaningful-Learning $ cd main $ <SOFTWARE>pip</SOFTWARE> install <SOFTWARE>pip</SOFTWARE> --upgrade $ <SOFTWARE>pip</SOFTWARE> install -r requirements.txt ```  ## Run Before training, please double check **config.py** to ensure training configurations. ``` $ <SOFTWARE>vim</SOFTWARE> config.py $ <SOFTWARE>python</SOFTWARE> train.py ```  ## Outputs If everything goes well, there should be a similar progressing shown as below. ``` Initialize...","A virtual environment is recommended. ``` $ cd Systematic-Generalization-via-Meaningful-Learning $ cd main $ pip install pip --upgrade $ pip install -r requirements.txt ```  ## Run Before training, please double check **config.py** to ensure training configurations. ``` $ vim config.py $ python train.py ```  ## Outputs If everything goes well, there should be a similar progressing shown as below. ``` Initialize...","A virtual environment is recommended. ``` $ cd <PROJECT>Systematic-Generalization-via-Meaningful-Learning</PROJECT> $ cd main $ pip install pip --upgrade $ pip install -r requirements.txt ```  ## Run Before training, please double check **<SOFTWARE>config.py</SOFTWARE>** to ensure training configurations. ``` $ vim <SOFTWARE>config.py</SOFTWARE> $ python train.py ```  ## Outputs If everything goes well, there should be a similar progressing shown as below. ``` Initialize...",../results/deepseek-chat/prompt-0/zzz_shininglab_systematic-generalization-via-meaningful-learning_master_README.md.tsv\2368c921.txt,1.0
8,"*Configuration* model name: bi_lstm_rnn_att trainable parameters:5,027,337 ...","*Configuration* model name: bi_lstm_rnn_att trainable parameters:5,027,337 ...","*Configuration* model name: bi_lstm_rnn_att trainable parameters:5,027,337 ...","*Configuration* model name: bi_lstm_rnn_att trainable parameters:5,027,337 ...",../results/deepseek-chat/prompt-0/zzz_shininglab_systematic-generalization-via-meaningful-learning_master_README.md.tsv\f99cff3a.txt,1.0
9,Training...,Training...,Training...,Training...,../results/deepseek-chat/prompt-0/zzz_shininglab_systematic-generalization-via-meaningful-learning_master_README.md.tsv\56a592a9.txt,1.0
10,"Loss:1.7061: 100%|██████████| 132/132 [00:14<00:00,  9.37it/s] Train Epoch 0 Total Step 132 Loss:1.9179 ... ```  ## NMT We use [fairseq](https://github.com/facebookresearch/fairseq) for NMT tasks in Section 4.1.","Loss:1.7061: 100%|██████████| 132/132 [00:14<00:00,  9.37it/s] Train Epoch 0 Total Step 132 Loss:1.9179 ... ```  ## NMT We use [<SOFTWARE>fairseq</SOFTWARE>](https://github.com/facebookresearch/<SOFTWARE>fairseq</SOFTWARE>) for NMT tasks in Section 4.1.","Loss:1.7061: 100%|██████████| 132/132 [00:14<00:00,  9.37it/s] Train Epoch 0 Total Step 132 Loss:1.9179 ... ```  ## NMT We use fairseq(https://github.com/facebookresearch/fairseq) for NMT tasks in Section 4.1.","Loss:1.7061: 100%|██████████| 132/132 [00:14<00:00,  9.37it/s] Train Epoch 0 Total Step 132 Loss:1.9179 ... ```  ## NMT We use <SOFTWARE>fairseq</SOFTWARE>(https://github.com/facebookresearch/<SOFTWARE>fairseq</SOFTWARE>) for NMT tasks in Section 4.1.",../results/deepseek-chat/prompt-0/zzz_shininglab_systematic-generalization-via-meaningful-learning_master_README.md.tsv\4ce4b52c.txt,0.9952380952380953
