sentence_idx,original_sentence,original_annotated,de_annotated_content,generated_annotated,source_file,similarity_score
1,# A Glitch in the Matrix?,# <PUBLICATION>A Glitch in the Matrix?</PUBLICATION>,# A Glitch in the Matrix?,# A Glitch in the Matrix?,../results/deepseek-chat/prompt-0/zzz_epfl-dlab_llm-grounding-analysis_main_README.md.tsv\6b2a2004.txt,1.0
2,"Locating and Detecting Language Model Grounding with Fakepedia  This repository contains the data and code to reproduce the results of our paper: https://arxiv.org/abs/2312.02073  Please use the following citation:  ``` @misc{monea2023glitch,       title={A Glitch in the Matrix?","<PUBLICATION></PUBLICATION><DATASET>Fakepedia</DATASET>  This repository contains the data and code to reproduce the results of our paper: https://arxiv.org/abs/2312.02073  Please use the following citation:  ``` @misc{monea2023glitch,       title={<PUBLICATION>A Glitch in the Matrix?</PUBLICATION>","Locating and Detecting Language Model Grounding with Fakepedia  This repository contains the data and code to reproduce the results of our paper: https://arxiv.org/abs/2312.02073  Please use the following citation:   @misc{monea2023glitch,       title={A Glitch in the Matrix?
","Locating and Detecting Language Model Grounding with <PROJECT>Fakepedia</PROJECT>  This repository contains the data and code to reproduce the results of our <PUBLICATION>paper</PUBLICATION>: https://arxiv.org/abs/2312.02073  Please use the following citation:   @misc{monea2023glitch,       title={A Glitch in the Matrix?
",../results/deepseek-chat/prompt-0/zzz_epfl-dlab_llm-grounding-analysis_main_README.md.tsv\08a31c7c.txt,0.9928057553956835
3,"Locating and Detecting Language Model Grounding with Fakepedia},        author={Giovanni Monea and Maxime Peyrard and Martin Josifoski and Vishrav Chaudhary and Jason Eisner and Emre Kıcıman and Hamid Palangi and Barun Patra and Robert West},       year={2023},       eprint={2312.02073},       archivePrefix={arXiv},       primaryClass={cs.CL} } ```  > **Abstract:** Large language models (LLMs) have an impressive ability to draw on novel information supplied in their context.","<PUBLICATION></PUBLICATION><DATASET>Fakepedia</DATASET>},        author={Giovanni Monea and Maxime Peyrard and Martin Josifoski and Vishrav Chaudhary and Jason Eisner and Emre Kıcıman and Hamid Palangi and Barun Patra and Robert West},       year={2023},       eprint={2312.02073},       archivePrefix={arXiv},       primaryClass={cs.CL} } ```  > **Abstract:** Large language models (LLMs) have an impressive ability to draw on novel information supplied in their context.","Locating and Detecting Language Model Grounding with Fakepedia,        author={Giovanni Monea and Maxime Peyrard and Martin Josifoski and Vishrav Chaudhary and Jason Eisner and Emre Kıcıman and Hamid Palangi and Barun Patra and Robert West},       year={2023},       eprint={2312.02073},       archivePrefix={arXiv},       primaryClass={cs.CL} }   > **Abstract:** Large language models (LLMs) have an impressive ability to draw on novel information supplied in their context.
","<PUBLICATION>Locating and Detecting Language Model Grounding with Fakepedia</PUBLICATION>,        author={Giovanni Monea and Maxime Peyrard and Martin Josifoski and Vishrav Chaudhary and Jason Eisner and Emre Kıcıman and Hamid Palangi and Barun Patra and Robert West},       year={2023},       eprint={2312.02073},       archivePrefix={arXiv},       primaryClass={cs.CL} }   > **Abstract:** Large language models (LLMs) have an impressive ability to draw on novel information supplied in their context.
",../results/deepseek-chat/prompt-0/zzz_epfl-dlab_llm-grounding-analysis_main_README.md.tsv\d3dd61c7.txt,0.9947643979057592
4,"Yet the mechanisms underlying this contextual grounding remain unknown, especially in situations where contextual information contradicts factual knowledge stored in the parameters, which LLMs also excel at recalling.","Yet the mechanisms underlying this contextual grounding remain unknown, especially in situations where contextual information contradicts factual knowledge stored in the parameters, which LLMs also excel at recalling.","Yet the mechanisms underlying this contextual grounding remain unknown, especially in situations where contextual information contradicts factual knowledge stored in the parameters, which LLMs also excel at recalling.","Yet the mechanisms underlying this contextual grounding remain unknown, especially in situations where contextual information contradicts factual knowledge stored in the parameters, which LLMs also excel at recalling.",../results/deepseek-chat/prompt-0/zzz_epfl-dlab_llm-grounding-analysis_main_README.md.tsv\c91e2a19.txt,1.0
5,"Favoring the contextual information is critical for retrieval-augmented generation methods, which enrich the context with up-to-date information, hoping that grounding can rectify outdated or noisy stored knowledge.","Favoring the contextual information is critical for retrieval-augmented generation methods, which enrich the context with up-to-date information, hoping that grounding can rectify outdated or noisy stored knowledge.","Favoring the contextual information is critical for retrieval-augmented generation methods, which enrich the context with up-to-date information, hoping that grounding can rectify outdated or noisy stored knowledge.","Favoring the contextual information is critical for retrieval-augmented generation methods, which enrich the context with up-to-date information, hoping that grounding can rectify outdated or noisy stored knowledge.",../results/deepseek-chat/prompt-0/zzz_epfl-dlab_llm-grounding-analysis_main_README.md.tsv\079cdbd3.txt,1.0
6,"We present a novel method to study grounding abilities using Fakepedia, a dataset of counterfactual texts constructed to clash with a model's internal parametric knowledge.","We present a novel method to study grounding abilities using <DATASET>Fakepedia</DATASET>, a dataset of counterfactual texts constructed to clash with a model's internal parametric knowledge.","We present a novel method to study grounding abilities using Fakepedia, a dataset of counterfactual texts constructed to clash with a model's internal parametric knowledge.","We present a novel method to study grounding abilities using <DATASET>Fakepedia</DATASET>, a dataset of counterfactual texts constructed to clash with a model's internal parametric knowledge.",../results/deepseek-chat/prompt-0/zzz_epfl-dlab_llm-grounding-analysis_main_README.md.tsv\b4e7667a.txt,1.0
7,"We benchmark various LLMs with Fakepedia and then we conduct a causal mediation analysis, based on our Masked Grouped Causal Tracing (MGCT), on LLM components when answering Fakepedia queries.","We benchmark various LLMs with <DATASET>Fakepedia</DATASET> and then we conduct a causal mediation analysis, based on our Masked Grouped Causal Tracing (MGCT), on LLM components when answering <DATASET>Fakepedia</DATASET> queries.","We benchmark various LLMs with Fakepedia and then we conduct a causal mediation analysis, based on our Masked Grouped Causal Tracing (MGCT), on LLM components when answering Fakepedia queries.","We benchmark various LLMs with <DATASET>Fakepedia</DATASET> and then we conduct a causal mediation analysis, based on our <SOFTWARE>Masked Grouped Causal Tracing (MGCT)</SOFTWARE>, on LLM components when answering <DATASET>Fakepedia</DATASET> queries.",../results/deepseek-chat/prompt-0/zzz_epfl-dlab_llm-grounding-analysis_main_README.md.tsv\146d9056.txt,1.0
8,"Within this analysis, we identify distinct computational patterns between grounded and ungrounded responses.","Within this analysis, we identify distinct computational patterns between grounded and ungrounded responses.","Within this analysis, we identify distinct computational patterns between grounded and ungrounded responses.","Within this analysis, we identify distinct computational patterns between grounded and ungrounded responses.",../results/deepseek-chat/prompt-0/zzz_epfl-dlab_llm-grounding-analysis_main_README.md.tsv\3bd37eb3.txt,1.0
9,We finally demonstrate that distinguishing grounded from ungrounded responses is achievable through computational analysis alone.,We finally demonstrate that distinguishing grounded from ungrounded responses is achievable through computational analysis alone.,We finally demonstrate that distinguishing grounded from ungrounded responses is achievable through computational analysis alone.,We finally demonstrate that distinguishing grounded from ungrounded responses is achievable through computational analysis alone.,../results/deepseek-chat/prompt-0/zzz_epfl-dlab_llm-grounding-analysis_main_README.md.tsv\5bbec6f7.txt,1.0
10,"Our results, together with existing findings about factual recall mechanisms, provide a coherent narrative of how grounding and factual recall mechanisms interact within LLMs.","Our results, together with existing findings about factual recall mechanisms, provide a coherent narrative of how grounding and factual recall mechanisms interact within LLMs.","Our results, together with existing findings about factual recall mechanisms, provide a coherent narrative of how grounding and factual recall mechanisms interact within LLMs.","Our results, together with existing findings about factual recall mechanisms, provide a coherent narrative of how grounding and factual recall mechanisms interact within LLMs.",../results/deepseek-chat/prompt-0/zzz_epfl-dlab_llm-grounding-analysis_main_README.md.tsv\98a5c6a2.txt,1.0
